name,created_at,screen_name,text,category,party,region,display_text_width,is_retweet,favorite_count,retweet_count,location,followers_count,friends_count,listed_count,statuses_count
Richard Shelby,2022-03-03T17:29:57Z,SenShelby,"Questioned @FederalReserve Chairman Powell this AM about #inflation &amp; price stability. I remain very concerned about these issues. We’ve had rampant inflation in the past, &amp; we had to squeeze it out. This is Powell’s responsibility as Fed Chair. I hope he has the will to fix it. https://t.co/I32VcUDM4G",,republican,southeast,287,FALSE,31,7,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-03-02T22:18:28Z,SenShelby,"Well done, @ulalaunch! Keep up the great work. https://t.co/nSNLmq5Tkp",,republican,southeast,46,FALSE,105,9,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-03-02T20:48:03Z,SenShelby,"Proud to have joined my fellow GOP colleague @RogerMarshallMD in fighting to end the CMS vaccine mandate. Like all Americans, our healthcare workers deserve the freedom to make an informed decision that's best for them regarding the vaccine. Pleased the Senate passed S.J.Res.32. https://t.co/qP6jRBp4Vl",,republican,southeast,279,FALSE,11,3,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-03-02T19:34:28Z,SenShelby,".@SenShelby lands $100M federal grant for Alabama commerce infrastructure  #alpolitics
By @DylanSmithAL https://t.co/KxJYwEN3Eq",,republican,southeast,136,TRUE,0,2,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-03-02T18:10:48Z,SenShelby,"The U.S. Dept. of Transportation today awarded a combined $100 million to the Mobile Airport Authority and Alabama State Port Authority to construct multi-modal transportation assets in Mobile.✈️

MORE &gt;&gt; https://t.co/SAXvNri7Vw https://t.co/XSQ8CZ3XtM",,republican,southeast,140,TRUE,0,9,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-03-02T14:30:41Z,SenShelby,"Mobile is uniquely positioned to become a major transportation hub, with infrastructure in place for maritime, rail, aviation, &amp; highways. Our #GulfCoast and the entire state stands to benefit immensely from this funding in ways we can only imagine. @MobileRegional @ASPAJadams",,republican,southeast,281,FALSE,8,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-03-02T14:30:41Z,SenShelby,"This $100 million from @USDOT is one of the most impactful federal grants I've witnessed. Mobile has a lot to offer, and I'm thrilled that we're utilizing its existing infrastructure to create a new transportation hub &amp; economic power source for Alabama. https://t.co/trUZhEjAZ4",,republican,southeast,282,FALSE,24,2,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-03-02T03:56:58Z,SenShelby,Tonight we heard President Biden discuss his failing economic agenda and liberal policies. Now is the time for the President to prioritize the safety of our country and funding for our nation’s defense capabilities. My full response to his #SOTU address: https://t.co/Vid7gNRe2a,,republican,southeast,278,FALSE,50,9,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-25T17:33:04Z,SenShelby,"An appointment to the #SCOTUS will impact our country for generations and should be rigorously evaluated. I look forward to meeting with Judge Jackson to further review her judicial philosophy, legal views, &amp; commitment to our Constitution. #SCOTUSnominee  https://t.co/Ak82Ri85jH",,republican,southeast,284,FALSE,9,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-24T14:47:59Z,SenShelby,"Putin’s invasion of Ukraine comes as no surprise. He is on a mission to reconstitute the Soviet Union. This should be a wakeup call for the U.S. and our allies in Europe. Putin must be taken very seriously. A strong, unified response is imperative.",,republican,southeast,248,FALSE,827,170,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-21T15:09:18Z,SenShelby,"Happy #PresidentsDay! Today we celebrate the birthday of one of our nation’s Founding Fathers, George Washington, and honor all of those who followed in his footsteps by serving as President of this great country. https://t.co/uXX1g4C5Le",,republican,southeast,213,FALSE,57,13,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-17T23:55:22Z,SenShelby,"Pleased that Congress has passed a CR through March 11, ensuring the govt will remain open as we continue our bipartisan, bicameral negotiations on FY22 bills. We're making progress under our omnibus framework, but there’s still a lot of work to be done. https://t.co/467j1mz6q2",,republican,southeast,278,FALSE,18,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-17T22:59:56Z,SenShelby,"Circulation in northern Jefferson County is rapidly tightening, and a TORNADO MAY FORM at ANY SECOND. Folks north of Birmingham, including Adamsville, Gardendale, and Pinson need to TAKE SHELTER NOW! #alwx https://t.co/jLR7rmtMqE",,republican,southeast,140,TRUE,0,78,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-17T22:54:41Z,SenShelby,Please stay safe and take all necessary precautions given the severe weather conditions. #alwx https://t.co/CGs2hNrbe5,,republican,southeast,94,FALSE,5,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-17T21:02:21Z,SenShelby,"Today I spoke on the Senate floor about a vital member of my staff, Shannon Hines. In her 27 yrs on Capitol Hill, she's served in many important roles, including as the first female staff director of the Senate Appropriations Cmte. I wish her all the best. https://t.co/X6CmFMM0BX",,republican,southeast,280,FALSE,5,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-16T18:04:29Z,SenShelby,Great showing of resiliency here from the Yellowhammer state! https://t.co/3U6sWDRX1T,,republican,southeast,61,FALSE,6,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-15T18:17:20Z,SenShelby,"I led the AL delegation in a letter to the STB as it considers mandating passenger service on the Gulf Coast – which, without the necessary data &amp; infrastructure improvements, threatens to significantly impact Mobile’s Port &amp; related freight rail traffic. https://t.co/wDz7R7ACON",,republican,southeast,287,FALSE,4,2,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-11T18:31:36Z,SenShelby,"Mohammed Qazi, Associate Dean for Research &amp; Outreach at @TuskegeeUniv, received a Presidential Award for his exceptional mentorship and hard work in the #STEM field. Dr. Qazi has won several @NSF grants and is known for going above and beyond to help enhance STEM participation. https://t.co/mrM9LxwIbp",,republican,southeast,283,FALSE,8,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-10T14:29:00Z,SenShelby,"Congratulations to @UAHuntsville on earning the highest research activity rating in the recent update of the Carnegie Classification of Institutes of Higher Ed. Their ""R1"" rank is a testament to current staff and students, and is excellent news for the future of research at UAH. https://t.co/2fESbGOa5L",,republican,southeast,279,FALSE,20,2,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-07T17:27:08Z,SenShelby,"Congratulations to @AuburnU’s new president, Christopher Roberts. Having been with the university since 1994, Chris is well equipped to take on this role. I wish him all the best as he leads #Auburn’s faculty and students to new horizons and continued excellence.",,republican,southeast,263,FALSE,12,3,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-04T19:30:18Z,SenShelby,"Jelena McWilliams, a former trusted adviser and Chief Counsel for the U.S. Senate Banking Committee, served an exceptional tenure as Chairman of the @FDICgov. My full statement: https://t.co/fG7AFr3qYj",,republican,southeast,201,FALSE,4,2,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-03T22:01:49Z,SenShelby,Cogongrass is a harmful invasive species that has been spreading across AL’s native vegetation. I'm pleased there is a program in place to assist landowners in mitigating the damaging effects cogongrass has inflicted on private land in Alabama. Read more: https://t.co/pO2UqEfIBJ,,republican,southeast,279,FALSE,8,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-03T20:59:25Z,SenShelby,"I am grateful for @DeltaRegional's continued support for sound investments in #Alabama’s water infrastructure. I look forward to the lasting, various benefits that this $3.4M will have on our state’s economy and the day-to-day lives of residents who call the Black Belt home. https://t.co/pwvUGhu53U",,republican,southeast,275,FALSE,2,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-02-01T14:16:18Z,SenShelby,Thank you @SenShelby! Airbus is proud to be in Alabama -- and we look forward to growing our team there! #LMXT #TransatlanticPartnership @LockheedMartin  #TeamAirbus #Alabama #Mobile #Aviation  #Defense #USAF #USAirForce #Leadership #Innovation #StrongerTogether #TankerAircraft https://t.co/GXWfJRgiMH,,republican,southeast,140,TRUE,0,8,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-31T20:30:15Z,SenShelby,"The LMXT is yet another opportunity to demonstrate Alabama's staunch devotion to the warfighter. #Alabama knows aerospace, and I trust @Airbus and @LockheedMartin to harness the talent Mobile has to offer to deliver the product our @usairforce deserves. https://t.co/wZoq3heddF",,republican,southeast,277,FALSE,9,3,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-31T20:30:14Z,SenShelby,I commend @Airbus and @LockheedMartin for continuing to recognize AL’s commitment to excellence in manufacturing &amp; engineering. Our state's workforce produces world-class products that serve to strengthen national security and maintain military readiness. https://t.co/wZoq3heddF https://t.co/55I1DL7yca,,republican,southeast,283,FALSE,30,10,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-28T21:00:56Z,SenShelby,The University of Alabama at Birmingham was among the winners of @US_EDA's #STEMTallentChallenge. @UABNews was awarded $219K to bring students &amp; data professionals together to work on real-world data analysis and provide students with experience in the health technology sector. https://t.co/KFtdVH08ma,,republican,southeast,282,FALSE,2,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-27T22:56:11Z,SenShelby,"Enjoyed visiting Redstone Arsenal today and checking out the ongoing construction of the new @FBI facilities. These state-of-the-art buildings right here in Huntsville will help enhance our nation’s cyber capabilities and workforce. Thanks for having me, @TeamRedstone! https://t.co/YR9nGK7yqm",,republican,southeast,269,FALSE,40,6,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-27T21:45:02Z,SenShelby,"The Holocaust was one of the darkest times in history. We will never forget the 6 million Jewish victims who were senselessly murdered, and we must vow to ensure something like that never happens again. #NeverAgain #HolocaustRemembranceDay",,republican,southeast,239,FALSE,16,4,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-26T21:16:50Z,SenShelby,"This funding will significantly increase access to health care, education, and public services in rural communities. I will continue to support projects that improve the lives of all Alabamians and appreciate @USDA's support of @medwesthospital's new facility. https://t.co/MFV8Zz5JWY",,republican,southeast,260,FALSE,12,3,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-26T18:14:47Z,SenShelby,"In order to preserve the unbiased oversight of the banking industry, Congress must protect the independence of the @FDICgov. Proud to cosponsor a bill that would take meaningful action toward restoring public confidence in the FDIC &amp; maintaining its impartial, nonpartisan nature. https://t.co/mJ2ouVkTJu",,republican,southeast,284,FALSE,4,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-25T22:18:41Z,SenShelby,Very pleased to share that 15 schools in Alabama have been awarded STEM grants from TVA. This funding will provide new and exciting opportunities for teachers and students to learn and help shape the next generation of innovators. @TVAnews https://t.co/DiesBLf3hD,,republican,southeast,239,FALSE,12,4,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-25T21:12:00Z,SenShelby,"Pleased to join my colleagues in urging the Biden Administration to reverse its unfair national liver distribution policy. As we note in our letter, the liver allocation decision was fundamentally flawed, and the body charged with carrying it out is systematically broken. https://t.co/9llZBANv2J",,republican,southeast,272,FALSE,4,1,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-25T20:18:34Z,SenShelby,"It's official – Birmingham, Alabama, will serve as the host city for the inaugural @USFL season. The #MagicCity boasts two stadiums, as well as a growing metropolitan area. I look forward to the many economic opportunities that are headed #Birmingham's way. Go @USFLStallions! https://t.co/GwVX13KQYE",,republican,southeast,276,FALSE,33,7,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-25T17:56:54Z,SenShelby,"We're coming to Birmingham!

Birmingham, AL will be the host city for the inaugural USFL season 🏟 https://t.co/m2hQpVyonC",,republican,southeast,131,TRUE,0,176,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-24T20:06:18Z,SenShelby,"For Alabamians living in #ShelbyCounty or #JeffersonCounty who were affected by the severe storms &amp; flooding Oct. 6-7 – the deadline to apply for disaster assistance is Feb. 21, 2022. You can apply by phone, online, &amp; through @FEMA's mobile app. Read more: https://t.co/kjFCBHIMwJ",,republican,southeast,288,FALSE,8,9,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-20T18:23:26Z,SenShelby,"Very pleased that @USGS has chosen to partner with the @UofAlabama to relocate its Hydrologic Instrumentation Facility to Alabama. The University of Alabama is a leading innovator in the field of water research and science. This is excellent news.
https://t.co/eXdk7kS6e2",,republican,southeast,271,FALSE,11,4,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-20T17:38:11Z,SenShelby,"It’s always a pleasure to engage in a friendly wager with my fellow Republican colleague, @senrobportman -- especially when the Tide comes out on top. Cincinnati’s @GoBearcatsFB gave it a good run, but now it’s Graeter’s ice cream time. Thanks for being a great sport, Rob! https://t.co/F47KPONmzy",,republican,southeast,273,FALSE,23,2,"Tuscaloosa, Alabama",96621,543,2364,3161
Richard Shelby,2022-01-17T15:18:09Z,SenShelby,Dr. Martin Luther King Jr. was a true visionary. His character and fortitude while paving the way for equality set him apart as one of our nation’s greatest leaders. His legacy will continue to impact countless lives for years to come. #MLKDay,,republican,southeast,243,FALSE,73,11,"Tuscaloosa, Alabama",96621,543,2364,3161
